"ppm","eng_sp1","eng_sp2","eng_sp3","eng_sp4","eng_sp5","fuel_sp1","fuel_sp2","fuel_sp3","fuel_sp4","fuel_sp5","gear_sp1","gear_sp2","gear_sp3","gear_sp4","gear_sp5","nav_sp1","nav_sp2","nav_sp3","nav_sp4","nav_sp5"
1631.04,2.69,3.64,2.72,3.67,8.64,-3.77,10.4,8.11,0.36,19.15,31.4,0.93,6.21,3.34,-1.63,31.07,27.01,-2.35,30.67,36.7529250800156
1259.71,0.57,-0.87,1.89,9.24,10.53,3.93,9.24,6.18,17.71,21.34,6.68,-5.43,-8.47,20.9,17.12,56.25,22.47,31.44,59.54,11.5032198405795
1303.94,1.03,0.92,6.51,6.03,5.04,15.92,3.65,8.36,-2.08,8.82,3.21,15.48,13.62,18.4,-9.1,22.9,-8,16.96,11.05,-41.8185935136962
1065.56,1.72,3.61,-1.87,5.43,2.88,5.22,20.35,2.68,27.91,21.83,-5.4,24.44,9.19,-7.29,45.69,9.5,9.46,-17.85,15.87,13.5207397234384
1317.96,-0.82,0.76,0.07,5.21,9.77,7.79,1.28,3.54,7.4,17.71,12.2,4.05,9.88,-6.38,4.41,2.65,-7.97,1.06,40.72,31.2663420327375
1305.14,0.49,2.71,4.32,4.42,13.94,9.5,18.3,15.95,20.74,-4.81,21.93,22.08,-6.53,20.87,46.01,34.84,37.52,17.2,37.17,-1.1721590857586
1602.21,0.65,3.52,0.51,2.79,10.62,4.4,6.37,6.53,7.52,12.9,30.52,-2.27,11.39,11.87,11.24,39.1,29.19,4.84,54.68,-17.3084320110614
1299.67,2.64,-1.37,9.9,2.54,-1.07,12.8,1.92,-4.58,-3.26,23.81,0.8,15.11,40.19,2.11,15.29,6.2,35.04,6.81,24.58,20.9479061408682
1290.89,1.34,3.19,5.81,8.8,8.03,0.19,-5.22,8.34,16.15,13.31,15.61,9.33,-0.31,18.8,-7.49,27.25,21.64,-21.6,20.64,43.3601815753494
1297.69,0.51,2.45,-1.89,4.11,-7.51,12.67,2.75,25.26,2.88,-4.42,3.77,25,10.12,26.64,11.8,-2.57,25.93,10.96,35.7,5.46541195396383
1373.06,1.97,0.49,3.67,10.51,2.78,1.77,15.12,7.79,10.98,10.75,22.78,4.29,19.3,20.44,-4.49,11.66,-26.88,38.41,18.29,9.01073488261243
1316.28,1.54,3.63,2.41,1.05,6.85,3.77,2.52,-0.89,13,30.55,14.87,18.84,10.79,-0.88,32.01,8.82,39.33,26.87,18.05,-7.98288731040777
1320.85,0.23,2.29,2.42,13.72,5.56,13.67,9.63,-3.83,-5.9,-5.9,5.57,3.86,3.61,-7.04,11.08,14.59,-1.68,9.46,31.77,6.89664989095183
1366.2,0.9,1.28,2.1,4.4,4.74,9.69,7.77,6.57,-8.27,7.25,16.3,17.93,22.03,33.85,2.32,14.62,15.77,2.06,28.89,-5.35760309203628
1297.77,4.07,-0.28,5.03,3.33,-5.94,11.82,6.22,9.46,0.69,18.1,7.96,10.79,9.83,11.95,33.36,21.01,12.64,44.27,8.06,-4.27946012828453
1480.47,1.34,1.05,4.54,2.95,5.97,4,8.64,19.15,-9.27,14.14,25.39,15.72,12.05,15.44,8.14,15.84,30.83,-12.08,22.97,-2.14124692992268
1112.67,1.19,6.54,1.96,5.97,12.51,6.86,10.33,-1.31,27.21,9.62,10.33,29.33,14.15,0.51,28.96,48.23,6.11,28.88,51.2,41.1133020408196
1306.74,1.95,-0.53,6.04,4.41,-1.9,9.39,-0.65,6.65,9.83,8.64,12.49,19.24,6.06,0.35,13.46,-7.78,24.76,11.46,-11.7,27.7346672064973
1095.62,2.02,0.92,1.7,0.23,-0.31,3.07,10.28,2.16,27.6,17.53,8.74,2.55,15.19,9.74,42.46,-5.08,31.96,26.22,22.55,49.448036714775
1296.52,-0.05,-0.29,-2.6,8.35,-1.45,4.45,2.74,21.43,13.39,9.87,12.1,6.59,2,16.82,13.9,19.28,20.29,10.37,14.45,31.7441226015394
1446.85,1.11,4.43,2.29,-3.22,-4.56,1.95,8.16,18.44,16.04,22.12,26.38,26.67,-0.82,21.61,3.86,11.15,18.4,27.95,2.43,-17.2832332977502
1411.14,1.77,3.35,0.29,4.04,7.15,5.94,8.86,8.39,8,16.29,21.29,0.38,22.99,34.64,24.71,18.76,37.93,20.88,5.41,3.76189308013443
1383.72,1.55,1.14,1.63,4.28,-0.12,1.14,8.51,13.77,0.83,16.14,22.26,-13.34,16.46,-6.24,37.05,37.08,29.46,-2.62,15.18,45.2918564005081
1298.6,1.9,2.9,9.95,6.26,3.28,3.51,13.53,10.09,-4.84,26.35,8.54,11.43,19.06,36.12,15.52,24.69,22.36,10.37,2.15,-2.5546037915358
1233.41,1.88,3.72,3.96,7.42,4.09,13.21,21.62,15.16,20.44,-5.84,0.93,6.24,1.25,26.35,20.36,31.52,14.2,15.92,21.48,7.80803625371395
1084.63,-0.6,2.23,-0.89,5.53,7.8,3.48,8.04,7.32,27.26,-0.12,1.18,7.53,16.12,10.91,-5.85,8.68,34.79,6.93,6.62,12.6232541050723
1419.5,0.83,1.33,1.28,2.82,3.45,-3.39,1.12,16.17,-4.21,2.07,21.72,14.73,19.38,-4.64,39.21,34.01,16.39,15.19,48.56,50.1217952604616
1298.2,1.94,0.14,3.41,13.85,8.37,1.61,11.87,5.56,3.49,17.9,7.64,13.76,-4.28,0.87,29.11,24.77,27.88,17.36,36.42,16.9028232771002
1311.29,1.27,3.1,5.53,7.07,7.3,-5.3,16.3,12.53,11.78,19.15,2.75,6.87,7.28,3.89,13.93,31.54,14.8,13.13,50.71,-5.74702586750547
1312.35,2.8,1.31,7.91,7.24,7.96,4.89,8.43,6.92,7.35,-1.8,-4.49,15.19,8.1,-20.37,-0.56,14.81,19.26,11.43,-3.49,-18.4734205756206
1349.15,1.98,2.42,3.57,11.12,6.61,3.73,10.1,6.39,11.2,12.48,20.32,22.12,17.41,16.71,-13.93,18.35,28.09,17.07,-8.2,40.9227167597829
1324.42,0.87,1.49,3.59,3.61,8.85,-2.57,15.32,13.14,5.76,15.61,1.89,8.02,-0.84,12.59,3.36,20.04,-10.12,-6.9,44.92,24.8304526430743
1250.4,0.7,4.98,2.65,3.21,16.01,3.7,17.4,0.84,18.59,19.14,7.04,-14.88,41.12,25.18,65.9,23.53,17.47,2.6,-9.7,7.75326465367571
1279.52,1.71,0.33,1.07,1.82,7.08,8.61,2.46,11.17,2.44,8.85,9.95,29.47,35.33,31.29,-3.27,14.36,8.52,25.03,31.42,41.1927953181115
1281.41,2.3,3.36,0.76,7.52,1.82,6.64,-1.61,6.12,17.63,29.31,1.85,26.05,27.84,34.65,20.85,21.72,11.76,3.83,26.66,-7.39979798484987
1295.03,1.1,4.73,4.97,10.7,2.62,4.12,16.11,1.48,6.18,11.46,-2.27,25.04,40.89,9.39,6.77,8.51,13.31,38.72,14.22,0.776398218629652
1261.68,-0.15,3.13,3.01,2.94,2.26,7.37,0.42,17.76,13.95,19.03,1.46,-21.9,33.96,25.27,14.71,14.95,0.85,26.06,18.27,-14.1781386943303
1292.52,1.26,0.02,11.62,5.05,-4.6,-3.7,9.38,28.64,0.92,6.13,13.53,11.53,4.14,37.21,23.35,-5.27,25.4,18.85,-24.91,-0.323576741026955
1498.03,0.07,5.28,5.46,2.89,0.02,1.52,5.11,-11,6.27,17.82,27.63,13.44,14.1,12.05,14.48,10.36,48.59,-3,21.32,-0.426267019836388
1279.5,1.01,1.05,-0.9,4.71,2.97,-2.53,15.76,7.17,15.77,16.32,15.44,-27.97,-1.86,40.47,11.16,26.91,33.69,-6.43,44.8,-1.59068774310514
1316.47,1.86,3.97,1.19,11.23,5.19,15.67,5.8,-4.39,3.04,28.29,11.99,10.05,23.91,24.02,12.9,24.44,2.98,11.81,4.61,-14.2934145084724
1304.72,2.25,5.01,5.64,10.02,0.43,8.52,15.68,-2.94,12.35,24.79,3.63,5.64,-5.13,26.65,10.48,22.91,-5.14,21.63,1.65,34.2847134021493
1458.1,-0.32,-1.71,5.69,5.6,-6.23,16.34,15.69,11.88,6.4,23.03,25.3,37.18,8.27,-13.79,36.67,6.88,11.58,23.94,48.83,25.6379958241635
1237.73,1.79,2.73,-1.04,1.32,1.16,0.86,-1.37,11.58,16.46,1.42,5.48,7.12,19.73,-1.23,-26.14,31.96,14.05,49.81,13.6,17.2763186394461
1342.1,0.93,3.93,3.06,6.33,7.03,6.28,6.83,1.07,7.27,5.05,16.05,-6.18,38.62,22.81,6.17,24.69,15.34,22.28,-1.58,35.2341979080314
1315.06,1.14,4.71,5.96,7.4,5.03,9.27,-1.78,13.64,12.99,-3.38,10.96,16.89,2.69,32.23,29.72,44.65,0.78,10.38,-3.97,21.538747985437
1511.67,-0.04,2.71,-0.05,6.06,8.92,2.03,13.52,6.44,6,11.82,28.05,9.46,32.68,7.24,22.51,14.04,37.07,17.93,16.1,33.1314852685255
1349.47,0.21,0.15,3.76,5.99,0.76,0.8,11.27,5.35,5.93,6.72,15.43,27.8,-1.08,19.67,21.74,44.5,7.55,24.51,16.64,45.064816116357
1317.63,3,1.12,6.54,-1.13,5.7,9.8,-0.8,0.49,1.2,29.55,4.25,14.15,22.62,15.25,5.21,44.31,0.86,35.7,27.66,13.9564555542477
1278.51,0.92,0.97,2.58,10.06,4.26,8.72,11.89,16.9,12.04,-4.63,-4.73,34.67,23.39,-10.02,11.69,-13.52,-2.82,21.79,40.06,26.0479129476572
1360.72,1.89,1.11,-1.91,1.31,8.87,6.58,2.58,6.74,7.55,19.56,17.11,2.88,8.04,21.6,18.47,29.1,27.89,-8.19,60.31,32.1086846378746
1320.33,1.35,2.47,0.08,6.39,2.84,-1.7,2.02,1.96,9.75,3.63,13.99,-3.94,-24.65,39.08,16.13,15.04,0.2,-3.56,7.82,66.7552068287022
1243.14,0.03,3.1,1.19,-1.2,3.03,7.98,0.2,4.41,20.18,4.64,9.93,18,-3.53,21.69,40.11,32.46,-20.93,9.21,3.7,14.1158270825903
1326.02,1.96,3.26,0.65,3.11,10.56,11.22,1.7,21.27,3.65,3.77,10.72,8.61,9.54,20.33,6.47,13.87,36.35,31.52,31.61,5.98281732921317
1424.42,0.59,-1.83,-0.32,1.29,1.09,10.47,11.39,13.49,3.71,8.18,22.92,19.5,21.76,3.83,-4.95,-27.66,-20.13,30.76,37.31,22.9140139520304
1289.3,0.82,1.18,4.1,5.72,9.97,0.79,3,8.89,7.19,11.77,6.08,22.28,21.59,14.39,35.11,2.75,12.13,32.13,8.63,13.6450930317114
1336.7,0.7,0.6,-0.07,2.46,7.91,2.13,11.28,8.49,2.67,15.2,12.07,1.55,5.44,18.58,-9.68,23.57,-27.81,1.81,34.31,52.0807726837441
1239.83,0.66,-1.43,4.09,4.28,6.76,3.91,2.13,4.01,21.37,2.66,3.77,10.72,5.33,26.12,18.26,-5.72,5.02,7.15,12.39,40.7283900315439
1307.89,1.85,3.97,3.68,9.49,10.02,4.19,-11.26,5.47,3.97,9.21,14.23,35.66,-1.47,30.77,19.85,8.32,6.07,25.6,14.87,29.5054117200006
1369.48,1.58,-1.34,1.11,3.65,7.21,17.27,4.75,4.27,0.43,26.62,19.57,8.24,-9.08,8.87,8.26,21.21,14.27,-9.63,5.17,17.0598317540062
1315.42,2.57,-1.16,5.81,12.22,4.8,5.82,5.84,13.8,1.48,5.48,13.5,0.2,29.5,6.47,27.19,26.77,20.01,12.55,35.79,29.7179511855215
1307.59,2.67,-0.14,4.66,-0.89,3.2,16.43,24.68,12.59,11.28,19.28,11.06,-1.16,11.01,6.61,9.43,9.03,-5.82,16.34,43.48,-10.4419447916231
1420.11,-0.05,0.65,-2.14,7.18,13.99,16.64,9.67,5.62,2.34,14.54,23.75,9.51,17.11,18.31,20.91,39.19,6.71,1.76,30.78,45.6991372273118
1146.32,0.47,3.99,6.27,6.56,14.05,6.08,10.44,6.17,26.67,15.22,11.54,3.78,12.21,17.83,44.51,20.63,9.63,27.99,45.76,-1.45689396805328
1456.61,1.21,5.88,4.2,1.15,14.7,13.53,10.32,4.72,19.53,9.74,27.63,22.23,-5.24,19.16,24.9,28.9,16.54,6.08,20,22.5530123380597
1317.56,0.77,-1.98,1.54,3.82,12.43,2.05,7.96,16.99,1.81,8.25,9.68,1.29,22.28,16.34,6.2,54.68,-7.94,32.63,36.99,24.6152565697135
1413.99,1.28,2.47,6.41,1.24,6.45,13.91,5.69,24.7,9.72,2.75,21.74,-1.37,24.84,9.45,8.87,9.02,37.83,26.97,3.52,30.8907326163978
1263.69,0.02,1.18,1.61,8.11,8.88,19.72,8.16,15.74,17.55,-2.86,12.15,7.76,0.91,1.46,12.93,-3.33,47.22,42.61,3.39,47.7712252371404
1326.69,-0.03,-1.8,2.36,8.07,12.51,6.81,8.92,15.49,4.76,-1.35,10.08,16.26,47.12,1.07,-2,12.21,31.16,-10.49,-0.92,3.84036971639203
1247.5,1.89,3.16,2.19,-1.68,6.44,10.59,4.39,17.72,21.13,4.04,12.24,0.05,26.8,35.58,6.37,15.96,6.73,-21.75,-3.95,17.2955847376334
1408.48,0.35,1.32,-0.22,8.2,0.71,8.32,8.41,16.27,7.59,-0.32,23.01,20.75,5.24,5.74,1.23,25.09,-0.33,14.68,-16.86,25.1411572951886
1327.57,-0.43,-0.15,6.97,3.23,-6.47,6.41,1.46,11.17,7.58,19,15.12,-3.11,36,15.41,26.26,11.6,16.06,31.83,26.94,30.6332317097963
1244.68,1.39,0.96,3.43,5.23,-1.41,12.94,6.79,-0.93,18.02,16.09,-1.57,15.98,16,-6.63,31.09,26.28,27.16,31.99,15.62,20.4912125111593
1395.03,1.05,1.52,3.55,7.34,0.13,5.91,-6.89,-7.4,0.41,2.94,20.74,5.79,28.06,36.17,4.77,28.72,40.01,39.71,7.98,-8.65892761100236
1230.63,-0.37,3.31,3.52,2.62,-1.52,10.26,18.57,1.07,21.86,18.28,9.59,19.31,27.59,-15.41,13.65,35.68,21.58,23.3,19.4,30.6962175480766
1657.91,0.27,2.04,4.22,8.59,1.23,13.71,5.15,19.39,-10.61,15.4,32.28,-1.4,3.39,34.87,20.35,24.26,-21.61,-8.72,34.06,0.486184403457443
1271,1.45,3.29,1.43,8.96,9.32,-0.72,-3.55,16.97,0.6,11.85,-2.68,11.79,16.47,8.75,24.32,23.71,19.36,4.8,17.78,-13.8966855175597
1261.17,2.13,0.95,6.14,4.53,9.27,5.57,9.27,9.13,17.17,10.22,8.91,10.23,-0.78,33.26,-2.13,1.22,14.84,-5.57,27.92,19.4594713546225
1329.63,0.73,-1.5,8.81,1.28,1.92,-9.61,2.76,8.94,-4.56,3.71,9.43,7.28,10.71,-11.23,25.95,11.67,22.84,20.13,26.13,-23.1090197479658
1294.42,0.11,5.87,4.51,1.92,5.91,8.96,9.57,8.62,17.59,10.86,17.63,6.12,10.93,17.97,22.61,13.73,20.03,15.71,27.69,10.9328057801665
1330.02,1.5,3.86,0.6,5.41,9.54,10.75,-3.73,8.96,14.61,18.32,19.59,11.03,15.32,-9.67,8.23,30.84,12.62,23.19,12.83,13.3412639051779
1333.92,0.81,1.78,5.83,8.78,1.04,10.04,14.51,9.53,0.71,4.91,14.99,-3.81,13.3,11.28,26.88,36.92,31.68,40.38,20.69,8.5665676113256
1245.38,0.84,3.51,-2.93,12.78,4.73,-2.15,3.47,8.4,19.86,33.16,-3.87,-3.01,6.08,17.28,2.98,39.69,10.16,16.2,-13.04,4.75967787098443
1310.03,2.13,4.82,0.33,-0.92,11.14,11.21,0.26,5.18,4.74,7.86,-0.2,-5.69,-11.51,14.11,29.86,13.14,17.5,36.29,39.66,-6.22778856966498
1318.43,1.13,4.49,3.9,6.1,9.64,2.02,17,5.65,0.92,26.06,1.38,10.47,20.49,32.33,4.3,43.53,35.98,3.28,82.88,40.3802814204109
1249.74,1,1.59,1.5,-3.33,3.07,12.49,15.55,12.56,12.19,-11.36,-8.37,3.29,24.66,12.62,28.46,-5.4,12.61,39.81,-6.35,21.1058899657676
1288.98,0.63,2.09,1.07,9.61,1.13,11.29,6.05,-2.92,7.05,-10,6.11,12.89,-2.6,9.95,5.26,16.84,8.65,76.36,-4.21,-2.57471492643079
1307.07,1.94,0.39,3.42,6.53,10.43,2.96,10.76,4.39,3.7,9.1,14.45,12.37,10.57,26.11,13.52,8.09,39.69,11.42,24.76,8.68668874665851
1290.12,1.64,-0.98,2.07,6.82,6.59,8.11,13.32,16.69,11.89,16.89,-4.08,5.55,-7.1,26.4,21.17,22.12,5.63,-0.69,37.28,40.7965946080325
1271.78,-0.39,3.22,4.06,6.35,10.04,13.76,0.02,0.5,4.86,5.43,8.66,10.14,13.25,39.37,37.24,18.69,-11.86,32.91,12.72,34.6551764443427
1285.9,2.58,5.47,7.92,7.73,4.27,4.56,-0.88,6.12,9.59,15.56,-3.55,9.13,12.54,-6.49,16.4,14.25,9.19,34.85,-5.06,22.5225171324448
1257.11,1.82,3.11,3.41,7.31,1.85,2.64,-4.16,-11.68,19.62,-1.91,10.4,-0.99,13.74,23.07,3.94,9.76,13.6,14.21,-10.46,-13.8802379829545
1282.68,-0.11,-0.65,-0.43,6.51,9.29,7.03,-0.93,5.73,11.83,10.31,10.05,19.6,14.15,21.47,2.9,30.86,16.86,8.65,-20.29,-1.97816230422875
1299.32,0.05,0.81,4.37,3.64,9.61,10.86,5.41,1.74,4.68,12.32,-2.61,32.87,29.6,7.54,41.72,33.73,13.26,38.1,1.3,4.38827877857042
1251.48,0.84,-1.98,-1.22,1.33,6.57,6.37,7.81,1.65,21.51,-13.43,7.29,24.61,7.31,6.37,4.58,4.29,23.63,39.34,10.65,31.3539979630626
1256.21,-1.58,4.64,5.47,-0.16,6.26,18.51,9.24,10.06,17.14,19.92,4.98,11.95,-15.86,6.66,11.9,-5.06,3.89,38.82,6.58,25.4092217217588
1223.48,1.44,6.07,5.2,4.72,-4.93,10.3,6.03,15.84,17.52,1.45,11.19,28.28,33.52,33.27,-9.69,9.02,9.69,53.77,-9.99,37.6509108905472
1381.26,0.63,2.45,1.9,2.6,3.23,12.07,8.96,15.86,12.71,18.03,21.34,20.56,15.06,7.1,-5.29,-7.55,14.67,17.62,6.2,-6.84810918552375
1281.41,1,2.09,0.91,-0.74,8.94,0.33,7.9,15.83,19.11,-4.99,15.61,40.15,27.23,2.68,17.9,21.02,24.51,1.93,0.41,-2.89458684597788
1306.91,0.58,0.71,6.92,-2.76,10.75,7.31,16.47,-6.17,9.19,18.39,4.2,22.01,-2.57,29.87,2.8,23.47,16.86,25.95,-10.54,41.2747262912028
1253.17,0,4.74,2.83,5.32,1.35,15.61,-1.66,0.21,15.7,6.65,0.26,1.8,18.7,1.55,-0.06,27.25,-5.38,0.57,8.67,51.1005770436561
1268.99,0,2.38,-0.46,8.81,3.8,1.2,23.16,-7.75,18.21,29.53,-4.44,0.16,14.61,15.77,27.15,9.87,18.42,20.88,48.22,19.1970536696152
1345.89,0.43,4.25,3.84,9.93,3.65,-1.04,0.08,7.57,-1.77,12,16.63,14.1,26.37,12.92,13.7,26,-9.29,0.61,15.31,58.1771540569092
1277.29,0.44,1.04,-2.9,11.79,4.69,7.14,5.29,11.65,12.56,10.69,-10.07,11.1,31.13,-5.11,6.81,6.21,16.28,51.8,3.48,7.47040885930159
1380.25,0.66,-0.59,3.45,10.56,10.73,12.63,-5.49,6.6,6.66,19.2,19.88,3.16,19.77,6.75,25.53,2.17,25.9,22.31,46.83,22.1987677037396
1374.85,0.45,0.23,3.93,6.68,0.66,0.56,8.26,2.71,11.17,8.57,19.43,6.29,6.94,29.41,2.36,15.66,23.33,24.82,7.98,-16.6452961030382
1309.67,0.4,3.55,2.22,0.42,3.03,-6.04,6.54,9.47,-7.73,-10.35,2.52,12.05,23.05,24.46,37.81,12.9,27.51,17.97,12.55,34.7109853100194
1323.98,1.47,2.32,4.25,6.78,16.54,20.04,5.52,4.67,3.41,2.88,0.18,0.77,-11.24,-8.96,22.35,13.32,25.51,52.63,13.78,26.0688743746781
1429.43,2.62,1.89,3.62,0.79,9.86,0.97,0.81,10.69,13.18,-2.31,26.32,18.64,-3.53,10.02,27.08,32.86,-15.54,28.22,-1.82,11.1871045734606
1298.89,0.44,2.44,2.43,12.39,9.52,5.16,-1.97,18.64,-12.05,11.63,3.56,19.62,-2.54,51.85,-0.61,49.37,21.16,12,27.19,0.499678384105799
1241.53,1.54,1.98,4.68,6.31,2.23,-2.15,-0.84,16.7,5.08,14.21,-15.04,13.53,25.27,-6.64,-7.84,6.23,7.22,19.03,11.13,13.3424778118457
1281.83,1.05,1.46,3.39,5.96,6.26,7.98,8.57,10.2,18.57,5.58,17.21,1.26,4.36,2.08,5.04,13.79,24.41,38.26,15.9,14.4282910515258
1499.43,2.74,0.48,-0.92,7.55,3.91,12.04,5.19,17.13,15.87,12.31,29.21,28.51,-7.14,15.68,-1.51,13.01,-8.95,36.18,26.83,22.4902353969813
1238.62,1.19,1.38,7.52,-1,0.14,-1.87,-1.79,11.87,19.81,-2.03,10.4,15.66,7.01,20.16,28.66,-4.48,6.66,45.59,20.84,22.3424478386439
1324.28,0.25,-0.12,9.19,2.9,6.6,7.95,5.66,20.84,-1.44,4.06,17.95,28.31,0.8,0.94,2.92,30.2,17.68,12.47,49.47,16.7098935266762
1757.38,1.82,3.78,8.32,4.93,-5.45,12.2,-3.74,10.87,-3.53,14.78,35.47,26.23,-0.69,25.96,5.2,-7.81,-19.5,22.8,8.16,46.8352309311687
1860.83,1.25,1.35,4.66,9.85,5.42,17.97,6.51,2.58,-10.34,4.25,38.19,5.98,22.94,1.42,39.31,-5.36,22.51,3.96,3.04,11.7583997096721
1331.13,1.72,2.84,3.83,7.83,14.17,11.55,11.01,4.86,-1.53,10.12,8.1,18.98,0.22,36.82,7.42,12.62,12.97,9.85,-10.13,6.07206756619344
1263.78,-1.4,5.5,-1.89,4.99,1.56,-2.19,10.53,13.18,16.62,13.07,-7.91,24.87,4.74,6.97,32.51,7.6,6.95,16.88,-14.49,6.76179485894686
1313.16,0,4.89,4.2,-1.13,6.37,16.67,9.38,8.04,13.24,20.04,17.55,19.78,14.63,32.92,-4.06,22.89,20.19,2.78,15.53,23.8556683440112
1239.9,-0.98,3.2,1.72,9.14,10.09,11.74,2.72,3.35,24.85,32.74,18.21,11.76,-2.79,18.28,16.1,31.53,51.19,15.75,22.97,18.2082218436819
1309.09,1.58,-1.97,-3.05,11.49,7.27,3.23,-2.19,-4.23,11.87,-2.09,10.02,9.84,-11.54,29.88,44.37,47.6,23,27.55,5.09,66.8238031779926
1473.17,0.08,0.28,3.39,6.06,13.23,10.38,5.63,9.81,16.77,-3.56,27.9,15.01,17.81,25.95,8.93,21.56,-9.78,1.75,21.99,3.78536703979067
1352.78,2.43,3.38,-0.29,7.6,8.19,9.62,4.94,4.51,-16.79,11.49,12.31,22.3,10.22,19.23,-5.76,3.82,27.72,-4.35,11.06,-18.3722217544217
1334.71,1.5,2.44,0.59,4.27,6.93,11.76,8.34,26.26,-1.49,11.54,16.89,16.15,17.24,10.37,23.09,27.59,7.67,1.33,13.67,-8.12009351751691
1494.95,1.44,2.3,3.32,10.15,11.31,-0.11,14.34,18,2.8,14.69,26.85,10.95,1.74,0.59,-10.59,38.23,5.34,25.73,45.78,8.23640489725218
1240.37,0.59,2.79,1.61,7.02,2.76,3.09,-2.87,-12.31,20.96,-5.87,18.64,-4.37,-4.15,8.45,-3.73,20.1,5.5,42.42,29.26,1.0353241843274
1399.51,1.34,5.66,1.41,-1.28,10.86,9.09,6.22,7.84,8.36,3.13,22,8.81,-15.29,16.73,32.24,43.1,8.24,34.77,52.54,-19.590235231768
1424.48,-0.1,0.84,4.16,0.94,3.77,10.66,12.76,4.84,-4.61,26.04,22.22,13.52,16.76,34.83,21.98,12.55,27.36,15.68,5.97,42.4345461809918
1525.21,2.42,3,5.24,4.16,-0.41,10.37,1.05,8.66,-6.58,4.86,28.67,-2.01,7.51,20.18,21.43,-10.3,-0.95,12.14,35.53,22.0246759424979
1299.56,1.93,0.5,5.56,2.47,9.76,-1.16,6.68,16.27,9.85,13.95,-2.05,32.84,-2.93,22.42,-14.81,21.94,17.24,28.97,14.91,0.306858407163141
1252.16,0.98,1.99,9.74,8.14,-6.34,8.19,19.57,-3.14,19.29,14.78,11.54,-0.4,-3.99,5.32,-8.16,8.51,20.5,28.57,41.59,10.2568042299859
1332.47,2.05,-1.01,-0.57,2.72,8.74,5.82,4.4,-2.7,2.99,8.33,5.72,18.39,-2.95,7.39,23.64,13.69,26.89,23.34,25.84,54.6737635312729
1351.13,1.33,0.41,1.94,3.25,8.58,3.04,18.3,1.62,-4.99,1.78,16.05,9.45,19.56,-4.02,35.98,-1.4,18.9,21.62,2.98,-2.79058096548196
1310.94,1.28,-1.97,-1.36,0.17,4.77,1.86,8.2,18.13,10.05,-2.45,15.69,18.52,1.59,14,37.56,-13.75,19.67,1.97,-11.69,7.19073007629534
1326.35,-0.69,4.03,9.69,5.97,10.76,4,2.52,8.46,11.29,15.48,15.48,15.92,-18.82,19.15,-5.68,-7,15.88,20.84,19.98,28.1328957605351
1309.64,2.22,6,3.61,8.07,3.44,3.08,-0.84,22.97,7,13.24,2.1,21.94,11.7,20.44,11.79,13.24,8.17,25.46,8.04,5.48498629935289
1294.51,1.41,0.29,-2.52,11.73,5.37,5.82,10.13,-5.18,10.39,-14.27,11.69,10.95,7.17,21.91,30.37,23.86,-6.03,24.59,7.9,17.1407009844461
1260.64,1.42,1.44,2.09,6.1,14.32,11.79,8.38,6.89,15.3,16.67,4.47,18.47,26.32,27.6,6.86,7.05,38.95,19.87,39.56,26.1941484048839
1291.03,1.66,-0.55,0.44,6.43,6.63,5.91,11.41,4.76,-5.22,5.39,-4.77,-6.19,20.63,22.02,5.24,-1.98,13.97,53.76,57.58,41.5787395793602
1284.43,1.18,2.74,5.5,4.59,9.85,0.57,4.8,8.04,12.99,17.17,-3.38,3.43,27.51,6.67,18.07,5.32,4.42,7.58,11.47,-14.9407520357062
1366.72,-0.24,4.44,0.69,-5.35,8.84,2.47,11.02,-5.9,4.71,3.1,17.77,19.99,9.23,-11.45,7.94,4.15,30.24,13.68,-1.94,1.59821919544513
1230.19,0.77,0.42,5.16,1.44,5.12,15.32,12.85,1.97,22.94,8.48,15.23,-17.57,-15.1,22.36,34.03,13.75,32.29,16.44,15.15,5.4316611058798
1352.45,1.7,4.01,4.67,-0.97,3.22,-0.27,15.28,6.66,17,6.71,21.82,-5.28,10.29,38.04,17.75,26.17,2.08,-30.43,5.91,8.85737920588997
1222.53,1.46,-2.89,3.91,2.18,3.83,11.61,-5.38,17.19,20.82,17.2,0.41,14.9,24.18,30.16,8.85,14.95,17.86,-6.57,36.63,29.0136394110191
1219.15,1.69,3.63,5.04,-1.06,3.92,16.05,12.53,8.66,18.59,0.28,-2.51,13.09,21.68,33.49,-2.01,-11.44,23.01,-14.36,-5.11,2.26989513159256
1289.22,0.69,0.24,-3.41,3.95,8.09,7.28,29.09,3.47,16.85,6.5,7.52,11.19,25.02,21.51,-11.35,13.28,18.55,-3.83,49.02,32.8133255073094
1334.02,1.77,2.12,-1.84,8.46,5.97,-4.2,3.64,-1.49,5.14,7.57,8.43,13.18,-0.48,10.22,7.64,17.44,11.15,-14.18,7.56,24.4713700144096
1285.03,1.93,1.23,2.95,-0.59,6.93,14.99,-7.91,15.39,14.05,-2.83,-0.21,10.92,23.93,15.02,7.92,33.79,11.9,3.69,21.6,6.86052920243487
1436.76,1.09,1.96,7.84,6.63,10.67,-4.05,10.68,5.38,7.68,12.3,22.21,-0.26,2.88,-7.92,-3.77,-10.01,32.28,50.68,41.65,10.9565419332687
1235.75,2.16,4.93,1.46,4.53,12.99,3.26,-0.43,9.85,24.4,12.86,18.26,18,28.52,17.74,8.12,24.22,-5.28,19.57,11.3,20.3623502565798
